date,sku_id,units_sold,revenue,unit_price,promo_flag,year,month,category,subcategory,launch_date,unit_cost,list_price,total_cost,profit,profit_margin_pct,day_of_week,day_of_month,week_of_year,quarter,is_weekend,product_age_days,lag_1,lag_7,lag_30,rolling_mean_7,rolling_mean_30,rolling_std_7,price_difference,discount_pct,promo_discount
2024-02-08,SKU074,13,102216.53,7862.81,0,2024,2,Bedding,Mattress Protectors,2024-01-05,3820.94,7862.81,49672.22,52544.31,51.404904862256615,3,8,6,1,0,34,7.0,14.0,14.0,11.142857142857142,12.333333333333334,2.6726124191242464,0.0,0.0,0.0
2024-02-08,SKU050,18,85033.8,4724.1,0,2024,2,Kitchen,Appliances,2024-01-09,2447.31,4724.1,44051.58,40982.22,48.195211786372006,3,8,6,1,0,30,15.0,19.0,16.0,19.428571428571427,16.333333333333332,9.466733735510243,0.0,0.0,0.0
2024-02-08,SKU019,8,73898.16,9237.27,0,2024,2,Furniture,Tables,2024-01-09,6246.28,9237.27,49970.24,23927.920000000006,32.37958834157711,3,8,6,1,0,30,7.0,6.0,7.0,7.571428571428571,8.066666666666666,1.3972762620115406,0.0,0.0,0.0
2024-02-09,SKU088,13,140892.7,10837.9,0,2024,2,Electronics,Smart Lighting,2024-01-04,5042.05,10837.9,65546.65000000001,75346.05,53.47761097629614,4,9,6,1,0,36,7.0,13.0,10.0,10.714285714285714,10.666666666666666,3.5456210417116716,0.0,0.0,0.0
2024-02-09,SKU019,9,83135.43,9237.27,0,2024,2,Furniture,Tables,2024-01-09,6246.28,9237.27,56216.52,26918.909999999996,32.37958834157711,4,9,6,1,0,31,8.0,10.0,10.0,7.857142857142857,8.1,1.2149857925879088,0.0,0.0,0.0
2024-02-09,SKU074,14,110079.34,7862.81,0,2024,2,Bedding,Mattress Protectors,2024-01-05,3820.94,7862.81,53493.16,56586.17999999999,51.404904862256615,4,9,6,1,0,35,13.0,11.0,13.0,11.0,12.3,2.516611478423586,0.0,0.0,0.0
2024-02-09,SKU050,15,70861.5,4724.1,0,2024,2,Kitchen,Appliances,2024-01-09,2447.31,4724.1,36709.65,34151.85,48.195211786372006,4,9,6,1,0,31,18.0,13.0,10.0,19.285714285714285,16.4,9.481812163545637,0.0,0.0,0.0
2024-02-10,SKU088,15,162568.5,10837.9,0,2024,2,Electronics,Smart Lighting,2024-01-04,5042.05,10837.9,75630.75,86937.75,53.47761097629614,5,10,6,1,1,37,13.0,15.0,11.0,10.714285714285714,10.766666666666667,3.5456210417116716,0.0,0.0,0.0
2024-02-10,SKU050,22,103930.2,4724.1,0,2024,2,Kitchen,Appliances,2024-01-09,2447.31,4724.1,53840.82,50089.38,48.195211786372006,5,10,6,1,1,32,15.0,40.0,15.0,19.571428571428573,16.566666666666666,9.289010404005067,0.0,0.0,0.0
2024-02-10,SKU074,16,125804.96,7862.81,0,2024,2,Bedding,Mattress Protectors,2024-01-05,3820.94,7862.81,61135.04,64669.920000000006,51.40490486225663,5,10,6,1,1,36,14.0,12.0,13.0,11.428571428571429,12.333333333333334,2.760262237369419,0.0,0.0,0.0
2024-02-10,SKU019,11,101609.97,9237.27,0,2024,2,Furniture,Tables,2024-01-09,6246.28,9237.27,68709.08,32900.89,32.37958834157711,5,10,6,1,1,32,9.0,8.0,7.0,7.714285714285714,8.066666666666666,0.9511897312113377,0.0,0.0,0.0
2024-02-11,SKU019,9,83135.43,9237.27,0,2024,2,Furniture,Tables,2024-01-09,6246.28,9237.27,56216.52,26918.909999999996,32.37958834157711,6,11,6,1,1,33,11.0,6.0,9.0,8.142857142857142,8.2,1.5735915849388846,0.0,0.0,0.0
2024-02-11,SKU088,12,130054.8,10837.9,0,2024,2,Electronics,Smart Lighting,2024-01-04,5042.05,10837.9,60504.600000000006,69550.2,53.47761097629614,6,11,6,1,1,38,15.0,15.0,11.0,10.714285714285714,10.9,3.5456210417116716,0.0,0.0,0.0
2024-02-11,SKU050,22,103930.2,4724.1,0,2024,2,Kitchen,Appliances,2024-01-09,2447.31,4724.1,53840.82,50089.38,48.195211786372006,6,11,6,1,1,33,22.0,16.0,17.0,17.0,16.8,3.1622776601683906,0.0,0.0,0.0
2024-02-11,SKU074,17,133667.77,7862.81,0,2024,2,Bedding,Mattress Protectors,2024-01-05,3820.94,7862.81,64955.98,68711.78999999998,51.40490486225661,6,11,6,1,1,37,16.0,13.0,12.0,12.0,12.433333333333334,3.2659863237109055,0.0,0.0,0.0
2024-02-12,SKU088,14,151730.6,10837.9,0,2024,2,Electronics,Smart Lighting,2024-01-04,5042.05,10837.9,70588.7,81141.90000000001,53.477610976296155,0,12,7,1,0,39,12.0,9.0,12.0,10.285714285714286,10.933333333333334,3.0937725468153854,0.0,0.0,0.0
2024-02-12,SKU074,10,78628.1,7862.81,0,2024,2,Bedding,Mattress Protectors,2024-01-05,3820.94,7862.81,38209.4,40418.700000000004,51.40490486225663,0,12,7,1,0,38,17.0,13.0,17.0,12.571428571428571,12.6,3.779644730092273,0.0,0.0,0.0
2024-02-12,SKU050,13,61413.3,4724.1,0,2024,2,Kitchen,Appliances,2024-01-09,2447.31,4724.1,31815.03,29598.270000000004,48.19521178637201,0,12,7,1,0,34,22.0,13.0,15.0,17.857142857142858,16.966666666666665,3.6253078686998736,0.0,0.0,0.0
2024-02-12,SKU019,5,46186.35,9237.27,0,2024,2,Furniture,Tables,2024-01-09,6246.28,9237.27,31231.399999999998,14954.95,32.37958834157711,0,12,7,1,0,34,9.0,8.0,6.0,8.571428571428571,8.2,1.2724180205607025,0.0,0.0,0.0
2024-02-13,SKU050,12,56689.2,4724.1,0,2024,2,Kitchen,Appliances,2024-01-09,2447.31,4724.1,29367.72,27321.479999999996,48.195211786372006,1,13,7,1,0,35,13.0,20.0,16.0,17.857142857142858,16.9,3.6253078686998736,0.0,0.0,0.0
2024-02-13,SKU019,6,55423.62,9237.27,0,2024,2,Furniture,Tables,2024-01-09,6246.28,9237.27,37477.68,17945.940000000002,32.37958834157711,1,13,7,1,0,35,5.0,8.0,7.0,8.142857142857142,8.166666666666666,1.8644544714716071,0.0,0.0,0.0
2024-02-13,SKU088,13,140892.7,10837.9,0,2024,2,Electronics,Smart Lighting,2024-01-04,5042.05,10837.9,65546.65000000001,75346.05,53.47761097629614,1,13,7,1,0,40,14.0,7.0,12.0,11.0,11.0,3.3166247903553985,0.0,0.0,0.0
2024-02-13,SKU074,9,70765.29,7862.81,0,2024,2,Bedding,Mattress Protectors,2024-01-05,3820.94,7862.81,34388.46,36376.829999999994,51.404904862256615,1,13,7,1,0,39,10.0,8.0,12.0,12.142857142857142,12.366666666666667,3.8913824205360683,0.0,0.0,0.0
2024-02-14,SKU074,12,94353.72,7862.81,0,2024,2,Bedding,Mattress Protectors,2024-01-05,3820.94,7862.81,45851.28,48502.44,51.40490486225663,2,14,7,1,0,40,9.0,7.0,9.0,12.285714285714286,12.266666666666667,3.7289089429432187,0.0,0.0,0.0
2024-02-14,SKU088,9,97541.1,10837.9,0,2024,2,Electronics,Smart Lighting,2024-01-04,5042.05,10837.9,45378.450000000004,52162.65,53.47761097629614,2,14,7,1,0,41,13.0,9.0,10.0,11.857142857142858,11.033333333333333,2.853569193634025,0.0,0.0,0.0
2024-02-14,SKU050,17,80309.7,4724.1,0,2024,2,Kitchen,Appliances,2024-01-09,2447.31,4724.1,41604.27,38705.43,48.19521178637201,2,14,7,1,0,36,12.0,15.0,15.0,16.714285714285715,16.766666666666666,4.0708019567928675,0.0,0.0,0.0
2024-02-14,SKU019,7,64660.89,9237.27,0,2024,2,Furniture,Tables,2024-01-09,6246.28,9237.27,43723.96,20936.93,32.37958834157711,2,14,7,1,0,36,6.0,7.0,9.0,7.857142857142857,8.133333333333333,2.0354009783964275,0.0,0.0,0.0
2024-02-15,SKU019,7,64660.89,9237.27,0,2024,2,Furniture,Tables,2024-01-09,6246.28,9237.27,43723.96,20936.93,32.37958834157711,3,15,7,1,0,37,7.0,8.0,5.0,7.857142857142857,8.066666666666666,2.0354009783964275,0.0,0.0,0.0
2024-02-15,SKU050,16,75585.6,4724.1,0,2024,2,Kitchen,Appliances,2024-01-09,2447.31,4724.1,39156.96,36428.64000000001,48.19521178637201,3,15,7,1,0,37,17.0,18.0,14.0,17.0,16.833333333333332,4.000000000000009,0.0,0.0,0.0
2024-02-15,SKU074,11,86490.91,7862.81,0,2024,2,Bedding,Mattress Protectors,2024-01-05,3820.94,7862.81,42030.340000000004,44460.57,51.404904862256615,3,15,7,1,0,41,12.0,13.0,11.0,13.0,12.366666666666667,2.94392028877595,0.0,0.0,0.0
2024-02-15,SKU088,6,65027.4,10837.9,0,2024,2,Electronics,Smart Lighting,2024-01-04,5042.05,10837.9,30252.300000000003,34775.1,53.47761097629614,3,15,7,1,0,42,9.0,7.0,9.0,11.857142857142858,11.0,2.853569193634025,0.0,0.0,0.0
2024-02-16,SKU074,14,110079.34,7862.81,0,2024,2,Bedding,Mattress Protectors,2024-01-05,3820.94,7862.81,53493.16,56586.17999999999,51.404904862256615,4,16,7,1,0,42,11.0,14.0,13.0,12.714285714285714,12.366666666666667,3.0394235042348483,0.0,0.0,0.0
2024-02-16,SKU050,22,103930.2,4724.1,0,2024,2,Kitchen,Appliances,2024-01-09,2447.31,4724.1,53840.82,50089.38,48.195211786372006,4,16,7,1,0,38,16.0,15.0,17.0,16.714285714285715,16.9,3.988077469754314,0.0,0.0,0.0
2024-02-16,SKU088,11,119216.9,10837.9,0,2024,2,Electronics,Smart Lighting,2024-01-04,5042.05,10837.9,55462.55,63754.34999999999,53.47761097629614,4,16,7,1,0,43,6.0,13.0,13.0,11.714285714285714,10.9,3.147183169877772,0.0,0.0,0.0
2024-02-16,SKU019,7,64660.89,9237.27,0,2024,2,Furniture,Tables,2024-01-09,6246.28,9237.27,43723.96,20936.93,32.37958834157711,4,16,7,1,0,38,7.0,9.0,8.0,7.714285714285714,8.133333333333333,2.0586634591635486,0.0,0.0,0.0
2024-02-16,SKU060,8,109690.48,13711.31,0,2024,2,Furniture,Chairs,2024-01-17,7958.04,13711.31,63664.32,46026.159999999996,41.960031536009325,4,16,7,1,0,30,7.0,10.0,6.0,8.714285714285714,7.633333333333334,3.8606685826112948,0.0,0.0,0.0
2024-02-17,SKU088,12,130054.8,10837.9,0,2024,2,Electronics,Smart Lighting,2024-01-04,5042.05,10837.9,60504.600000000006,69550.2,53.47761097629614,5,17,7,1,1,44,11.0,15.0,12.0,11.428571428571429,10.833333333333334,3.1014589500826237,0.0,0.0,0.0
2024-02-17,SKU060,8,109690.48,13711.31,0,2024,2,Furniture,Chairs,2024-01-17,7958.04,13711.31,63664.32,46026.159999999996,41.960031536009325,5,17,7,1,1,31,8.0,17.0,4.0,8.428571428571429,7.7,3.823486317361109,0.0,0.0,0.0
2024-02-17,SKU074,13,102216.53,7862.81,0,2024,2,Bedding,Mattress Protectors,2024-01-05,3820.94,7862.81,49672.22,52544.31,51.404904862256615,5,17,7,1,1,43,14.0,16.0,16.0,12.714285714285714,12.4,3.0394235042348483,0.0,0.0,0.0
2024-02-17,SKU019,7,64660.89,9237.27,0,2024,2,Furniture,Tables,2024-01-09,6246.28,9237.27,43723.96,20936.93,32.37958834157711,5,17,7,1,1,39,7.0,11.0,10.0,7.428571428571429,8.1,1.9880595947760065,0.0,0.0,0.0
2024-02-17,SKU050,12,56689.2,4724.1,0,2024,2,Kitchen,Appliances,2024-01-09,2447.31,4724.1,29367.72,27321.479999999996,48.195211786372006,5,17,7,1,1,39,22.0,22.0,15.0,17.714285714285715,17.066666666666666,4.347960660443236,0.0,0.0,0.0
2024-02-18,SKU060,11,150824.41,13711.31,0,2024,2,Furniture,Chairs,2024-01-17,7958.04,13711.31,87538.44,63285.97,41.960031536009325,6,18,7,1,1,32,8.0,7.0,11.0,7.142857142857143,7.833333333333333,0.6900655593423525,0.0,0.0,0.0
2024-02-18,SKU019,6,55423.62,9237.27,0,2024,2,Furniture,Tables,2024-01-09,6246.28,9237.27,37477.68,17945.940000000002,32.37958834157711,6,18,7,1,1,40,7.0,9.0,9.0,6.857142857142857,8.0,1.214985792587904,0.0,0.0,0.0
2024-02-18,SKU074,7,55039.67,7862.81,0,2024,2,Bedding,Mattress Protectors,2024-01-05,3820.94,7862.81,26746.58,28293.089999999997,51.404904862256615,6,18,7,1,1,44,13.0,17.0,10.0,12.285714285714286,12.3,2.6903708365381984,0.0,0.0,0.0
2024-02-18,SKU050,20,94482.0,4724.1,0,2024,2,Kitchen,Appliances,2024-01-09,2447.31,4724.1,48946.2,45535.8,48.19521178637201,6,18,7,1,1,40,12.0,22.0,18.0,16.285714285714285,16.966666666666665,4.347960660443235,0.0,0.0,0.0
2024-02-18,SKU088,14,151730.6,10837.9,0,2024,2,Electronics,Smart Lighting,2024-01-04,5042.05,10837.9,70588.7,81141.90000000001,53.477610976296155,6,18,7,1,1,45,12.0,12.0,10.0,11.0,10.833333333333334,2.7080128015453178,0.0,0.0,0.0
2024-02-19,SKU050,18,85033.8,4724.1,0,2024,2,Kitchen,Appliances,2024-01-09,2447.31,4724.1,44051.58,40982.22,48.195211786372006,0,19,8,1,0,41,20.0,13.0,18.0,16.0,17.033333333333335,3.9581140290126466,0.0,0.0,0.0
2024-02-19,SKU088,13,140892.7,10837.9,0,2024,2,Electronics,Smart Lighting,2024-01-04,5042.05,10837.9,65546.65000000001,75346.05,53.47761097629614,0,19,8,1,0,46,14.0,14.0,15.0,11.285714285714286,10.966666666666667,2.927700218845598,0.0,0.0,0.0
2024-02-19,SKU019,8,73898.16,9237.27,0,2024,2,Furniture,Tables,2024-01-09,6246.28,9237.27,49970.24,23927.920000000006,32.37958834157711,0,19,8,1,0,41,6.0,5.0,9.0,6.428571428571429,7.9,0.7867957924694287,0.0,0.0,0.0
2024-02-19,SKU074,11,86490.91,7862.81,0,2024,2,Bedding,Mattress Protectors,2024-01-05,3820.94,7862.81,42030.340000000004,44460.57,51.404904862256615,0,19,8,1,0,45,7.0,10.0,15.0,10.857142857142858,12.2,2.4102953780654808,0.0,0.0,0.0
2024-02-19,SKU060,5,68556.55,13711.31,0,2024,2,Furniture,Chairs,2024-01-17,7958.04,13711.31,39790.2,28766.350000000006,41.96003153600933,0,19,8,1,0,33,11.0,7.0,8.0,7.714285714285714,7.833333333333333,1.6035674514745455,0.0,0.0,0.0
2024-02-20,SKU088,10,108379.0,10837.9,0,2024,2,Electronics,Smart Lighting,2024-01-04,5042.05,10837.9,50420.5,57958.5,53.47761097629614,1,20,8,1,0,47,13.0,13.0,10.0,11.142857142857142,10.9,2.7945525240230857,0.0,0.0,0.0
2024-02-20,SKU050,16,75585.6,4724.1,0,2024,2,Kitchen,Appliances,2024-01-09,2447.31,4724.1,39156.96,36428.64000000001,48.19521178637201,1,20,8,1,0,42,18.0,12.0,11.0,16.714285714285715,17.033333333333335,3.7733400639347763,0.0,0.0,0.0
2024-02-20,SKU060,6,82267.86,13711.31,0,2024,2,Furniture,Chairs,2024-01-17,7958.04,13711.31,47748.24,34519.62,41.96003153600933,1,20,8,1,0,34,5.0,6.0,10.0,7.428571428571429,7.733333333333333,1.902379462422683,0.0,0.0,0.0
2024-02-20,SKU074,15,117942.15,7862.81,0,2024,2,Bedding,Mattress Protectors,2024-01-05,3820.94,7862.81,57314.1,60628.049999999996,51.404904862256615,1,20,8,1,0,46,11.0,9.0,11.0,11.0,12.066666666666666,2.3804761428476184,0.0,0.0,0.0
2024-02-20,SKU019,8,73898.16,9237.27,0,2024,2,Furniture,Tables,2024-01-09,6246.28,9237.27,49970.24,23927.920000000006,32.37958834157711,1,20,8,1,0,42,8.0,6.0,10.0,6.857142857142857,7.866666666666666,0.6900655593423408,0.0,0.0,0.0
2024-02-21,SKU060,7,95979.17,13711.31,0,2024,2,Furniture,Chairs,2024-01-17,7958.04,13711.31,55706.28,40272.89,41.960031536009325,2,21,8,1,0,35,6.0,7.0,8.0,7.428571428571429,7.6,1.902379462422683,0.0,0.0,0.0
2024-02-21,SKU088,8,86703.2,10837.9,0,2024,2,Electronics,Smart Lighting,2024-01-04,5042.05,10837.9,40336.4,46366.799999999996,53.47761097629614,2,21,8,1,0,48,10.0,9.0,10.0,10.714285714285714,10.9,2.6903708365381935,0.0,0.0,0.0
2024-02-21,SKU074,9,70765.29,7862.81,0,2024,2,Bedding,Mattress Protectors,2024-01-05,3820.94,7862.81,34388.46,36376.829999999994,51.404904862256615,2,21,8,1,0,47,15.0,12.0,8.0,11.857142857142858,12.2,2.6095064302514794,0.0,0.0,0.0
2024-02-21,SKU057,7,33181.82,4740.26,0,2024,2,Bedding,Blankets,2024-01-22,2178.72,4740.26,15251.039999999999,17930.78,54.03796416230333,2,21,8,1,0,30,6.0,6.0,5.0,6.0,6.733333333333333,1.5275252316519434,0.0,0.0,0.0
2024-02-21,SKU019,7,64660.89,9237.27,0,2024,2,Furniture,Tables,2024-01-09,6246.28,9237.27,43723.96,20936.93,32.37958834157711,2,21,8,1,0,43,8.0,7.0,10.0,7.142857142857143,7.8,0.6900655593423427,0.0,0.0,0.0
2024-02-21,SKU050,19,89757.9,4724.1,0,2024,2,Kitchen,Appliances,2024-01-09,2447.31,4724.1,46498.89,43259.009999999995,48.195211786372006,2,21,8,1,0,43,16.0,17.0,11.0,17.285714285714285,17.2,3.1997023671109326,0.0,0.0,0.0
2024-02-22,SKU074,11,86490.91,7862.81,0,2024,2,Bedding,Mattress Protectors,2024-01-05,3820.94,7862.81,42030.340000000004,44460.57,51.404904862256615,3,22,8,1,0,48,9.0,11.0,11.0,11.428571428571429,12.233333333333333,2.8199966227605593,0.0,0.0,0.0
2024-02-22,SKU060,6,82267.86,13711.31,0,2024,2,Furniture,Chairs,2024-01-17,7958.04,13711.31,47748.24,34519.62,41.96003153600933,3,22,8,1,0,36,7.0,7.0,7.0,7.428571428571429,7.566666666666666,1.902379462422683,0.0,0.0,0.0
2024-02-22,SKU050,14,66137.4,4724.1,0,2024,2,Kitchen,Appliances,2024-01-09,2447.31,4724.1,34262.34,31875.059999999998,48.195211786372006,3,22,8,1,0,44,19.0,16.0,8.0,17.571428571428573,17.466666666666665,3.258688021128701,0.0,0.0,0.0
2024-02-22,SKU057,6,28441.56,4740.26,0,2024,2,Bedding,Blankets,2024-01-22,2178.72,4740.26,13072.32,15369.240000000002,54.03796416230333,3,22,8,1,0,31,7.0,4.0,7.0,6.142857142857143,6.8,1.5735915849388833,0.0,0.0,0.0
2024-02-22,SKU019,7,64660.89,9237.27,0,2024,2,Furniture,Tables,2024-01-09,6246.28,9237.27,43723.96,20936.93,32.37958834157711,3,22,8,1,0,44,7.0,7.0,8.0,7.142857142857143,7.7,0.6900655593423427,0.0,0.0,0.0
2024-02-22,SKU088,8,86703.2,10837.9,0,2024,2,Electronics,Smart Lighting,2024-01-04,5042.05,10837.9,40336.4,46366.799999999996,53.47761097629614,3,22,8,1,0,49,8.0,6.0,11.0,10.571428571428571,10.833333333333334,2.8199966227605544,0.0,0.0,0.0
2024-02-23,SKU074,14,110079.34,7862.81,0,2024,2,Bedding,Mattress Protectors,2024-01-05,3820.94,7862.81,53493.16,56586.17999999999,51.404904862256615,4,23,8,1,0,49,11.0,14.0,10.0,11.428571428571429,12.233333333333333,2.8199966227605593,0.0,0.0,0.0
2024-02-23,SKU050,14,66137.4,4724.1,0,2024,2,Kitchen,Appliances,2024-01-09,2447.31,4724.1,34262.34,31875.059999999998,48.195211786372006,4,23,8,1,0,45,14.0,22.0,13.0,17.285714285714285,17.666666666666668,3.4982989063393806,0.0,0.0,0.0
2024-02-23,SKU019,11,101609.97,9237.27,0,2024,2,Furniture,Tables,2024-01-09,6246.28,9237.27,68709.08,32900.89,32.37958834157711,4,23,8,1,0,45,7.0,7.0,7.0,7.142857142857143,7.666666666666667,0.6900655593423427,0.0,0.0,0.0
2024-02-23,SKU057,7,33181.82,4740.26,0,2024,2,Bedding,Blankets,2024-01-22,2178.72,4740.26,15251.039999999999,17930.78,54.03796416230333,4,23,8,1,0,32,6.0,5.0,3.0,6.428571428571429,6.766666666666667,1.2724180205606999,0.0,0.0,0.0
2024-02-23,SKU060,8,109690.48,13711.31,0,2024,2,Furniture,Chairs,2024-01-17,7958.04,13711.31,63664.32,46026.159999999996,41.960031536009325,4,23,8,1,0,37,6.0,8.0,7.0,7.285714285714286,7.533333333333333,1.9760470401187067,0.0,0.0,0.0
2024-02-23,SKU088,12,130054.8,10837.9,0,2024,2,Electronics,Smart Lighting,2024-01-04,5042.05,10837.9,60504.600000000006,69550.2,53.47761097629614,4,23,8,1,0,50,8.0,11.0,6.0,10.857142857142858,10.733333333333333,2.340126166724876,0.0,0.0,0.0
2024-02-24,SKU057,8,37922.08,4740.26,0,2024,2,Bedding,Blankets,2024-01-22,2178.72,4740.26,17429.76,20492.320000000003,54.03796416230334,5,24,8,1,1,33,7.0,9.0,6.0,6.714285714285714,6.9,1.1126972805283692,0.0,0.0,0.0
2024-02-24,SKU060,11,150824.41,13711.31,0,2024,2,Furniture,Chairs,2024-01-17,7958.04,13711.31,87538.44,63285.97,41.960031536009325,5,24,8,1,1,38,8.0,8.0,7.0,7.285714285714286,7.566666666666666,1.9760470401187067,0.0,0.0,0.0
2024-02-24,SKU088,11,119216.9,10837.9,0,2024,2,Electronics,Smart Lighting,2024-01-04,5042.05,10837.9,55462.55,63754.34999999999,53.47761097629614,5,24,8,1,1,51,12.0,12.0,11.0,11.0,10.933333333333334,2.380476142847614,0.0,0.0,0.0
2024-02-24,SKU019,8,73898.16,9237.27,0,2024,2,Furniture,Tables,2024-01-09,6246.28,9237.27,49970.24,23927.920000000006,32.37958834157711,5,24,8,1,1,46,11.0,7.0,10.0,7.714285714285714,7.8,1.6035674514745433,0.0,0.0,0.0
2024-02-24,SKU050,22,103930.2,4724.1,0,2024,2,Kitchen,Appliances,2024-01-09,2447.31,4724.1,53840.82,50089.38,48.195211786372006,5,24,8,1,1,46,14.0,12.0,11.0,16.142857142857142,17.7,2.9680841985233273,0.0,0.0,0.0
2024-02-24,SKU074,13,102216.53,7862.81,0,2024,2,Bedding,Mattress Protectors,2024-01-05,3820.94,7862.81,49672.22,52544.31,51.404904862256615,5,24,8,1,1,50,14.0,13.0,13.0,11.428571428571429,12.366666666666667,2.8199966227605593,0.0,0.0,0.0
2024-02-25,SKU088,14,151730.6,10837.9,0,2024,2,Electronics,Smart Lighting,2024-01-04,5042.05,10837.9,70588.7,81141.90000000001,53.477610976296155,6,25,8,1,1,52,11.0,14.0,11.0,10.857142857142858,10.933333333333334,2.340126166724876,0.0,0.0,0.0
2024-02-25,SKU074,16,125804.96,7862.81,0,2024,2,Bedding,Mattress Protectors,2024-01-05,3820.94,7862.81,61135.04,64669.920000000006,51.40490486225663,6,25,8,1,1,51,13.0,7.0,17.0,11.428571428571429,12.366666666666667,2.8199966227605593,0.0,0.0,0.0
2024-02-25,SKU050,23,108654.3,4724.1,0,2024,2,Kitchen,Appliances,2024-01-09,2447.31,4724.1,56288.13,52366.170000000006,48.19521178637201,6,25,8,1,1,47,22.0,20.0,18.0,17.571428571428573,18.066666666666666,3.047247001100233,0.0,0.0,0.0
2024-02-25,SKU019,8,73898.16,9237.27,0,2024,2,Furniture,Tables,2024-01-09,6246.28,9237.27,49970.24,23927.920000000006,32.37958834157711,6,25,8,1,1,47,8.0,6.0,8.0,7.857142857142857,7.733333333333333,1.5735915849388837,0.0,0.0,0.0
2024-02-25,SKU060,6,82267.86,13711.31,0,2024,2,Furniture,Chairs,2024-01-17,7958.04,13711.31,47748.24,34519.62,41.96003153600933,6,25,8,1,1,39,11.0,11.0,10.0,7.714285714285714,7.7,2.429971585175823,0.0,0.0,0.0
2024-02-25,SKU068,6,81606.96,13601.16,0,2024,2,Home Decor,Wall Art,2024-01-26,6537.87,13601.16,39227.22,42379.740000000005,51.931526428628146,6,25,8,1,1,30,4.0,4.0,5.0,4.428571428571429,4.333333333333333,0.5345224838248488,0.0,0.0,0.0
2024-02-25,SKU057,9,42662.34,4740.26,0,2024,2,Bedding,Blankets,2024-01-22,2178.72,4740.26,19608.48,23053.859999999997,54.03796416230333,6,25,8,1,1,34,8.0,6.0,11.0,6.571428571428571,6.966666666666667,0.7867957924694372,0.0,0.0,0.0
2024-02-26,SKU050,22,103930.2,4724.1,0,2024,2,Kitchen,Appliances,2024-01-09,2447.31,4724.1,53840.82,50089.38,48.195211786372006,0,26,9,1,0,48,23.0,18.0,22.0,18.0,18.233333333333334,3.6055512754640002,0.0,0.0,0.0
