date,sku_id,units_sold,revenue,unit_price,promo_flag
2025-01-22,SKU001,6,65494.32,10915.72,0
2025-01-23,SKU001,7,76410.04,10915.72,0
2025-01-24,SKU001,9,98241.48,10915.72,0
2025-01-25,SKU001,10,109157.2,10915.72,0
2025-01-26,SKU001,9,98241.48,10915.72,0
2025-01-27,SKU001,8,87325.76,10915.72,0
2025-01-28,SKU001,7,76410.04,10915.72,0
2025-01-29,SKU001,6,65494.32,10915.72,0
2025-01-30,SKU001,7,76410.04,10915.72,0
2025-01-31,SKU001,7,76410.04,10915.72,0
2025-02-01,SKU001,10,109157.2,10915.72,0
2025-02-02,SKU001,12,130988.64,10915.72,0
2025-02-03,SKU001,6,65494.32,10915.72,0
2025-02-04,SKU001,4,43662.88,10915.72,0
2025-02-05,SKU001,9,98241.48,10915.72,0
2025-02-06,SKU001,8,87325.76,10915.72,0
2025-02-07,SKU001,4,43662.88,10915.72,0
2025-02-08,SKU001,5,54578.6,10915.72,0
2025-02-09,SKU001,11,120072.92,10915.72,0
2025-02-10,SKU001,6,65494.32,10915.72,0
2025-02-11,SKU001,7,76410.04,10915.72,0
2025-02-12,SKU001,7,76410.04,10915.72,0
2025-02-13,SKU001,9,98241.48,10915.72,0
2025-02-14,SKU001,9,98241.48,10915.72,0
2025-02-15,SKU001,10,109157.2,10915.72,0
2025-02-16,SKU001,9,98241.48,10915.72,0
2025-02-17,SKU001,9,98241.48,10915.72,0
2025-02-18,SKU001,4,43662.88,10915.72,0
2025-02-19,SKU001,8,87325.76,10915.72,0
2025-02-20,SKU001,11,120072.92,10915.72,0
2025-02-21,SKU001,8,87325.76,10915.72,0
2025-02-22,SKU001,11,120072.92,10915.72,0
2025-02-23,SKU001,12,130988.64,10915.72,0
2025-02-24,SKU001,5,54578.6,10915.72,0
2025-02-25,SKU001,6,65494.32,10915.72,0
2025-02-26,SKU001,8,87325.76,10915.72,0
2025-02-27,SKU001,7,76410.04,10915.72,0
2025-02-28,SKU001,9,98241.48,10915.72,0
2025-03-01,SKU001,8,87325.76,10915.72,0
2025-03-02,SKU001,8,87325.76,10915.72,0
2025-03-03,SKU001,9,98241.48,10915.72,0
2025-03-04,SKU001,6,65494.32,10915.72,0
2025-03-05,SKU001,7,76410.04,10915.72,0
2025-03-06,SKU001,6,65494.32,10915.72,0
2025-03-07,SKU001,7,76410.04,10915.72,0
2025-03-08,SKU001,12,130988.64,10915.72,0
2025-03-09,SKU001,8,87325.76,10915.72,0
2025-03-10,SKU001,6,65494.32,10915.72,0
2025-03-11,SKU001,8,87325.76,10915.72,0
2025-03-12,SKU001,7,76410.04,10915.72,0
2025-03-13,SKU001,9,98241.48,10915.72,0
2025-03-14,SKU001,8,87325.76,10915.72,0
2025-03-15,SKU001,14,138724.46,9908.89,1
2025-03-16,SKU001,17,161816.37,9518.61,1
2025-03-17,SKU001,9,88566.39,9840.71,1
2025-03-18,SKU001,11,112395.8,10217.8,1
2025-03-19,SKU001,12,113756.64,9479.72,1
2025-03-20,SKU001,9,87698.07,9744.23,1
2025-03-21,SKU001,10,96597.4,9659.74,1
2025-03-22,SKU001,20,203830.6,10191.53,1
2025-03-23,SKU001,12,115191.96,9599.33,1
2025-03-24,SKU001,12,117642.0,9803.5,1
2025-03-25,SKU001,15,151707.0,10113.8,1
2025-03-26,SKU001,7,76410.04,10915.72,0
2025-03-27,SKU001,6,65494.32,10915.72,0
2025-03-28,SKU001,9,98241.48,10915.72,0
2025-03-29,SKU001,9,98241.48,10915.72,0
2025-03-30,SKU001,9,98241.48,10915.72,0
2025-03-31,SKU001,9,98241.48,10915.72,0
2025-04-01,SKU001,7,76410.04,10915.72,0
2025-04-02,SKU001,5,54578.6,10915.72,0
2025-04-03,SKU001,9,98241.48,10915.72,0
2025-04-04,SKU001,9,98241.48,10915.72,0
2025-04-05,SKU001,12,130988.64,10915.72,0
2025-04-06,SKU001,10,109157.2,10915.72,0
2025-04-07,SKU001,7,76410.04,10915.72,0
2025-04-08,SKU001,6,65494.32,10915.72,0
2025-04-09,SKU001,9,98241.48,10915.72,0
2025-04-10,SKU001,8,87325.76,10915.72,0
2025-04-11,SKU001,9,98241.48,10915.72,0
2025-04-12,SKU001,11,120072.92,10915.72,0
2025-04-13,SKU001,7,76410.04,10915.72,0
2025-04-14,SKU001,9,98241.48,10915.72,0
2025-04-15,SKU001,9,98241.48,10915.72,0
2025-04-16,SKU001,6,65494.32,10915.72,0
2025-04-17,SKU001,7,76410.04,10915.72,0
2025-04-18,SKU001,9,98241.48,10915.72,0
2025-04-19,SKU001,7,76410.04,10915.72,0
2025-04-20,SKU001,9,98241.48,10915.72,0
2025-04-21,SKU001,9,98241.48,10915.72,0
2025-04-22,SKU001,9,98241.48,10915.72,0
2025-04-23,SKU001,6,65494.32,10915.72,0
2025-04-24,SKU001,10,109157.2,10915.72,0
2025-04-25,SKU001,10,109157.2,10915.72,0
2025-04-26,SKU001,11,120072.92,10915.72,0
2025-04-27,SKU001,9,98241.48,10915.72,0
2025-04-28,SKU001,9,98241.48,10915.72,0
2025-04-29,SKU001,10,109157.2,10915.72,0
2025-04-30,SKU001,7,76410.04,10915.72,0
2025-05-01,SKU001,6,65494.32,10915.72,0
2025-05-02,SKU001,6,65494.32,10915.72,0
2025-05-03,SKU001,8,87325.76,10915.72,0
2025-05-04,SKU001,13,141904.36,10915.72,0
2025-05-05,SKU001,9,98241.48,10915.72,0
2025-05-06,SKU001,6,65494.32,10915.72,0
2025-05-07,SKU001,7,76410.04,10915.72,0
2025-05-08,SKU001,7,76410.04,10915.72,0
2025-05-09,SKU001,9,98241.48,10915.72,0
2025-05-10,SKU001,8,87325.76,10915.72,0
2025-05-11,SKU001,8,87325.76,10915.72,0
2025-05-12,SKU001,8,87325.76,10915.72,0
2025-05-13,SKU001,4,43662.88,10915.72,0
2025-05-14,SKU001,7,76410.04,10915.72,0
2025-05-15,SKU001,7,76410.04,10915.72,0
2025-05-16,SKU001,8,87325.76,10915.72,0
2025-05-17,SKU001,8,87325.76,10915.72,0
2025-05-18,SKU001,13,141904.36,10915.72,0
2025-05-19,SKU001,9,98241.48,10915.72,0
2025-05-20,SKU001,6,65494.32,10915.72,0
2025-05-21,SKU001,8,87325.76,10915.72,0
2025-05-22,SKU001,6,65494.32,10915.72,0
2025-05-23,SKU001,8,87325.76,10915.72,0
2025-05-24,SKU001,12,130988.64,10915.72,0
2025-05-25,SKU001,10,109157.2,10915.72,0
2025-05-26,SKU001,9,98241.48,10915.72,0
2025-05-27,SKU001,7,76410.04,10915.72,0
2025-05-28,SKU001,7,76410.04,10915.72,0
2025-05-29,SKU001,6,65494.32,10915.72,0
2025-05-30,SKU001,8,87325.76,10915.72,0
2025-05-31,SKU001,6,65494.32,10915.72,0
2025-06-01,SKU001,12,130988.64,10915.72,0
2025-06-02,SKU001,5,54578.6,10915.72,0
2025-06-03,SKU001,7,76410.04,10915.72,0
2025-06-04,SKU001,7,76410.04,10915.72,0
2025-06-05,SKU001,8,87325.76,10915.72,0
2025-06-06,SKU001,11,120072.92,10915.72,0
2025-06-07,SKU001,9,98241.48,10915.72,0
2025-06-08,SKU001,7,76410.04,10915.72,0
2025-06-09,SKU001,10,109157.2,10915.72,0
2025-06-10,SKU001,6,60935.76,10155.96,1
2025-06-11,SKU001,7,70004.27,10000.61,1
2025-06-12,SKU001,10,102353.1,10235.31,1
2025-06-13,SKU001,15,146739.15,9782.61,1
2025-06-14,SKU001,11,102902.8,9354.8,1
2025-06-15,SKU001,13,121875.13,9375.01,1
2025-06-16,SKU001,10,95749.3,9574.93,1
2025-06-17,SKU001,9,84406.14,9378.46,1
2025-06-18,SKU001,10,92820.1,9282.01,1
2025-06-19,SKU001,6,57615.36,9602.56,1
2025-06-20,SKU001,12,114972.24,9581.02,1
2025-06-21,SKU001,9,98241.48,10915.72,0
2025-06-22,SKU001,7,76410.04,10915.72,0
2025-06-23,SKU001,6,65494.32,10915.72,0
2025-06-24,SKU001,7,76410.04,10915.72,0
2025-06-25,SKU001,5,54578.6,10915.72,0
2025-06-26,SKU001,8,87325.76,10915.72,0
2025-06-27,SKU001,8,87325.76,10915.72,0
2025-06-28,SKU001,8,87325.76,10915.72,0
2025-06-29,SKU001,7,76410.04,10915.72,0
2025-06-30,SKU001,6,65494.32,10915.72,0
2025-07-01,SKU001,6,65494.32,10915.72,0
2025-07-02,SKU001,7,76410.04,10915.72,0
2025-07-03,SKU001,7,76410.04,10915.72,0
2025-07-04,SKU001,11,120072.92,10915.72,0
2025-07-05,SKU001,9,98241.48,10915.72,0
2025-07-06,SKU001,5,54578.6,10915.72,0
2025-07-07,SKU001,11,120072.92,10915.72,0
2025-07-08,SKU001,9,98241.48,10915.72,0
2025-07-09,SKU001,6,65494.32,10915.72,0
2025-07-10,SKU001,4,43662.88,10915.72,0
2025-07-11,SKU001,6,65494.32,10915.72,0
2025-07-12,SKU001,8,87325.76,10915.72,0
2025-07-13,SKU001,8,87325.76,10915.72,0
2025-07-14,SKU001,10,109157.2,10915.72,0
2025-07-15,SKU001,5,54578.6,10915.72,0
2025-07-16,SKU001,7,76410.04,10915.72,0
2025-07-17,SKU001,7,76410.04,10915.72,0
2025-07-18,SKU001,8,87325.76,10915.72,0
2025-07-19,SKU001,10,109157.2,10915.72,0
2025-07-20,SKU001,9,98241.48,10915.72,0
2025-07-21,SKU001,9,98241.48,10915.72,0
2025-07-22,SKU001,8,87325.76,10915.72,0
2025-07-23,SKU001,7,76410.04,10915.72,0
2025-07-24,SKU001,6,65494.32,10915.72,0
2025-07-25,SKU001,6,65494.32,10915.72,0
2025-07-26,SKU001,9,98241.48,10915.72,0
2025-07-27,SKU001,7,76410.04,10915.72,0
2025-07-28,SKU001,6,65494.32,10915.72,0
2025-07-29,SKU001,16,174651.52,10915.72,0
2025-07-30,SKU001,14,152820.08,10915.72,0
2025-07-31,SKU001,6,65494.32,10915.72,0
2025-08-01,SKU001,7,76410.04,10915.72,0
2025-08-02,SKU001,8,87325.76,10915.72,0
2025-08-03,SKU001,7,76410.04,10915.72,0
2025-08-04,SKU001,16,174651.52,10915.72,0
2025-08-05,SKU001,6,65494.32,10915.72,0
2025-08-06,SKU001,6,65494.32,10915.72,0
2025-08-07,SKU001,6,65494.32,10915.72,0
2025-08-08,SKU001,10,109157.2,10915.72,0
2025-08-09,SKU001,8,87325.76,10915.72,0
2025-08-10,SKU001,14,132439.72,9459.98,1
2025-08-11,SKU001,12,112099.08,9341.59,1
2025-08-12,SKU001,12,122505.96,10208.83,1
2025-08-13,SKU001,14,135759.4,9697.1,1
2025-08-14,SKU001,9,91575.9,10175.1,1
2025-08-15,SKU001,17,157751.33,9279.49,1
2025-08-16,SKU001,12,117477.72,9789.81,1
2025-08-17,SKU001,13,124852.78,9604.06,1
2025-08-18,SKU001,13,131585.35,10121.95,1
2025-08-19,SKU001,9,92968.2,10329.8,1
2025-08-20,SKU001,10,100766.0,10076.6,1
2025-08-21,SKU001,4,43662.88,10915.72,0
2025-08-22,SKU001,7,76410.04,10915.72,0
2025-08-23,SKU001,7,76410.04,10915.72,0
2025-08-24,SKU001,10,109157.2,10915.72,0
2025-08-25,SKU001,5,54578.6,10915.72,0
2025-08-26,SKU001,10,109157.2,10915.72,0
2025-08-27,SKU001,7,76410.04,10915.72,0
2025-08-28,SKU001,5,54578.6,10915.72,0
2025-08-29,SKU001,7,76410.04,10915.72,0
2025-08-30,SKU001,10,109157.2,10915.72,0
2025-08-31,SKU001,16,174651.52,10915.72,0
2025-09-01,SKU001,5,54578.6,10915.72,0
2025-09-02,SKU001,7,76410.04,10915.72,0
2025-09-03,SKU001,5,54578.6,10915.72,0
2025-09-04,SKU001,5,54578.6,10915.72,0
2025-09-05,SKU001,10,109157.2,10915.72,0
2025-09-06,SKU001,12,130988.64,10915.72,0
2025-09-07,SKU001,8,87325.76,10915.72,0
2025-09-08,SKU001,8,87325.76,10915.72,0
2025-09-09,SKU001,9,98241.48,10915.72,0
2025-09-10,SKU001,7,76410.04,10915.72,0
2025-09-11,SKU001,7,76410.04,10915.72,0
2025-09-12,SKU001,8,87325.76,10915.72,0
2025-09-13,SKU001,7,76410.04,10915.72,0
2025-09-14,SKU001,8,87325.76,10915.72,0
2025-09-15,SKU001,5,54578.6,10915.72,0
2025-09-16,SKU001,7,76410.04,10915.72,0
2025-09-17,SKU001,6,65494.32,10915.72,0
2025-09-18,SKU001,6,65494.32,10915.72,0
2025-09-19,SKU001,10,109157.2,10915.72,0
2025-09-20,SKU001,10,109157.2,10915.72,0
2025-09-21,SKU001,7,76410.04,10915.72,0
2025-09-22,SKU001,7,76410.04,10915.72,0
2025-09-23,SKU001,7,76410.04,10915.72,0
2025-09-24,SKU001,9,98241.48,10915.72,0
2025-09-25,SKU001,9,98241.48,10915.72,0
2025-09-26,SKU001,10,109157.2,10915.72,0
2025-09-27,SKU001,10,109157.2,10915.72,0
2025-09-28,SKU001,10,109157.2,10915.72,0
2025-09-29,SKU001,10,109157.2,10915.72,0
2025-09-30,SKU001,6,65494.32,10915.72,0
2025-10-01,SKU001,9,98241.48,10915.72,0
2025-10-02,SKU001,11,120072.92,10915.72,0
2025-10-03,SKU001,13,141904.36,10915.72,0
2025-10-04,SKU001,7,76410.04,10915.72,0
2025-10-05,SKU001,13,141904.36,10915.72,0
2025-10-06,SKU001,8,87325.76,10915.72,0
2025-10-07,SKU001,10,109157.2,10915.72,0
2025-10-08,SKU001,9,98241.48,10915.72,0
2025-10-09,SKU001,5,54578.6,10915.72,0
2025-10-10,SKU001,7,76410.04,10915.72,0
2025-10-11,SKU001,10,109157.2,10915.72,0
2025-10-12,SKU001,10,109157.2,10915.72,0
2025-10-13,SKU001,9,98241.48,10915.72,0
2025-10-14,SKU001,9,98241.48,10915.72,0
2025-10-15,SKU001,10,109157.2,10915.72,0
2025-10-16,SKU001,14,152820.08,10915.72,0
2025-10-17,SKU001,11,120072.92,10915.72,0
2025-10-18,SKU001,11,120072.92,10915.72,0
2025-10-19,SKU001,10,109157.2,10915.72,0
2025-10-20,SKU001,17,162999.57,9588.21,1
2025-10-21,SKU001,16,155157.76,9697.36,1
2025-10-22,SKU001,16,162006.72,10125.42,1
2025-10-23,SKU001,13,129159.29,9935.33,1
2025-10-24,SKU001,11,107021.42,9729.22,1
2025-10-25,SKU001,21,204866.76,9755.56,1
2025-10-26,SKU001,16,158573.44,9910.84,1
2025-10-27,SKU001,11,103205.85,9382.35,1
2025-10-28,SKU001,9,91934.28,10214.92,1
2025-10-29,SKU001,33,327752.7,9931.9,1
2025-10-30,SKU001,9,92186.91,10242.99,1
2025-10-31,SKU001,13,125314.15,9639.55,1
2025-11-01,SKU001,23,224685.85,9768.95,1
2025-11-02,SKU001,14,144393.34,10313.81,1
2025-11-03,SKU001,11,109332.85,9939.35,1
2025-11-04,SKU001,10,98607.3,9860.73,1
2025-11-05,SKU001,15,153325.8,10221.72,1
2025-11-06,SKU001,10,109157.2,10915.72,0
2025-11-07,SKU001,9,98241.48,10915.72,0
2025-11-08,SKU001,11,120072.92,10915.72,0
2025-11-09,SKU001,8,87325.76,10915.72,0
2025-11-10,SKU001,10,109157.2,10915.72,0
2025-11-11,SKU001,9,98241.48,10915.72,0
2025-11-12,SKU001,7,76410.04,10915.72,0
2025-11-13,SKU001,12,130988.64,10915.72,0
2025-11-14,SKU001,10,109157.2,10915.72,0
2025-11-15,SKU001,11,120072.92,10915.72,0
2025-11-16,SKU001,12,130988.64,10915.72,0
2025-11-17,SKU001,9,98241.48,10915.72,0
2025-11-18,SKU001,5,54578.6,10915.72,0
2025-11-19,SKU001,7,76410.04,10915.72,0
2025-11-20,SKU001,14,132283.62,9448.83,1
2025-11-21,SKU001,17,164677.81,9686.93,1
2025-11-22,SKU001,12,114538.44,9544.87,1
2025-11-23,SKU001,17,159831.11,9401.83,1
2025-11-24,SKU001,13,133655.08,10281.16,1
2025-11-25,SKU001,14,140089.74,10006.41,1
2025-11-26,SKU001,13,125565.18,9658.86,1
2025-11-27,SKU001,14,143137.96,10224.14,1
2025-11-28,SKU001,12,121196.28,10099.69,1
2025-11-29,SKU001,15,149826.6,9988.44,1
2025-11-30,SKU001,15,154332.0,10288.8,1
2025-12-01,SKU001,15,144369.0,9624.6,1
2025-12-02,SKU001,13,125949.72,9688.44,1
2025-12-03,SKU001,15,149494.2,9966.28,1
2025-12-04,SKU001,9,89040.6,9893.4,1
2025-12-05,SKU001,18,177732.36,9874.02,1
2025-12-06,SKU001,6,65494.32,10915.72,0
2025-12-07,SKU001,11,120072.92,10915.72,0
2025-12-08,SKU001,8,87325.76,10915.72,0
2025-12-09,SKU001,9,98241.48,10915.72,0
2025-12-10,SKU001,11,120072.92,10915.72,0
2025-12-11,SKU001,9,98241.48,10915.72,0
2025-12-12,SKU001,8,87325.76,10915.72,0
2025-12-13,SKU001,13,141904.36,10915.72,0
2025-12-14,SKU001,6,65494.32,10915.72,0
2025-12-15,SKU001,11,120072.92,10915.72,0
2025-12-16,SKU001,9,98241.48,10915.72,0
2025-12-17,SKU001,7,76410.04,10915.72,0
2025-12-18,SKU001,11,120072.92,10915.72,0
2025-12-19,SKU001,9,98241.48,10915.72,0
2025-12-20,SKU001,10,109157.2,10915.72,0
2025-12-21,SKU001,12,130988.64,10915.72,0
2025-12-22,SKU001,9,98241.48,10915.72,0
2025-12-23,SKU001,9,98241.48,10915.72,0
2025-12-24,SKU001,8,87325.76,10915.72,0
2025-12-25,SKU001,10,109157.2,10915.72,0
2025-12-26,SKU001,13,141904.36,10915.72,0
2025-12-27,SKU001,10,109157.2,10915.72,0
2025-12-28,SKU001,12,130988.64,10915.72,0
2025-12-29,SKU001,7,76410.04,10915.72,0
2025-12-30,SKU001,8,87325.76,10915.72,0
2025-12-31,SKU001,14,152820.08,10915.72,0
2024-08-02,SKU002,11,17093.23,1553.93,0
2024-08-03,SKU002,9,13985.37,1553.93,0
2024-08-04,SKU002,12,18647.16,1553.93,0
2024-08-05,SKU002,10,15539.3,1553.93,0
2024-08-06,SKU002,12,18647.16,1553.93,0
2024-08-07,SKU002,10,15539.3,1553.93,0
2024-08-08,SKU002,10,15539.3,1553.93,0
2024-08-09,SKU002,9,13985.37,1553.93,0
2024-08-10,SKU002,18,24433.02,1357.39,1
2024-08-11,SKU002,17,22925.69,1348.57,1
2024-08-12,SKU002,16,21705.92,1356.62,1
2024-08-13,SKU002,15,21285.75,1419.05,1
2024-08-14,SKU002,10,13428.7,1342.87,1
2024-08-15,SKU002,18,25013.52,1389.64,1
2024-08-16,SKU002,11,15767.73,1433.43,1
2024-08-17,SKU002,18,26307.9,1461.55,1
2024-08-18,SKU002,21,28602.0,1362.0,1
2024-08-19,SKU002,17,23423.62,1377.86,1
2024-08-20,SKU002,18,25501.32,1416.74,1
2024-08-21,SKU002,11,17093.23,1553.93,0
2024-08-22,SKU002,9,13985.37,1553.93,0
2024-08-23,SKU002,8,12431.44,1553.93,0
2024-08-24,SKU002,13,20201.09,1553.93,0
2024-08-25,SKU002,11,17093.23,1553.93,0
2024-08-26,SKU002,6,9323.58,1553.93,0
2024-08-27,SKU002,6,9323.58,1553.93,0
2024-08-28,SKU002,7,10877.51,1553.93,0
2024-08-29,SKU002,11,17093.23,1553.93,0
2024-08-30,SKU002,7,10877.51,1553.93,0
2024-08-31,SKU002,14,21755.02,1553.93,0
2024-09-01,SKU002,13,20201.09,1553.93,0
2024-09-02,SKU002,19,29524.67,1553.93,0
2024-09-03,SKU002,8,12431.44,1553.93,0
2024-09-04,SKU002,5,7769.65,1553.93,0
2024-09-05,SKU002,8,12431.44,1553.93,0
2024-09-06,SKU002,9,13985.37,1553.93,0
2024-09-07,SKU002,13,20201.09,1553.93,0
2024-09-08,SKU002,13,20201.09,1553.93,0
2024-09-09,SKU002,8,12431.44,1553.93,0
2024-09-10,SKU002,7,10877.51,1553.93,0
2024-09-11,SKU002,9,13985.37,1553.93,0
2024-09-12,SKU002,8,12431.44,1553.93,0
2024-09-13,SKU002,8,12431.44,1553.93,0
2024-09-14,SKU002,12,18647.16,1553.93,0
2024-09-15,SKU002,8,12431.44,1553.93,0
2024-09-16,SKU002,10,15539.3,1553.93,0
2024-09-17,SKU002,8,12431.44,1553.93,0
2024-09-18,SKU002,9,13985.37,1553.93,0
2024-09-19,SKU002,5,7769.65,1553.93,0
2024-09-20,SKU002,14,21755.02,1553.93,0
2024-09-21,SKU002,14,21755.02,1553.93,0
2024-09-22,SKU002,11,17093.23,1553.93,0
2024-09-23,SKU002,8,12431.44,1553.93,0
2024-09-24,SKU002,10,15539.3,1553.93,0
2024-09-25,SKU002,9,13985.37,1553.93,0
2024-09-26,SKU002,11,17093.23,1553.93,0
2024-09-27,SKU002,7,10877.51,1553.93,0
2024-09-28,SKU002,10,15539.3,1553.93,0
2024-09-29,SKU002,14,21755.02,1553.93,0
2024-09-30,SKU002,8,12431.44,1553.93,0
2024-10-01,SKU002,12,18647.16,1553.93,0
2024-10-02,SKU002,13,20201.09,1553.93,0
2024-10-03,SKU002,11,17093.23,1553.93,0
2024-10-04,SKU002,15,23308.95,1553.93,0
2024-10-05,SKU002,15,23308.95,1553.93,0
2024-10-06,SKU002,15,23308.95,1553.93,0
2024-10-07,SKU002,11,17093.23,1553.93,0
2024-10-08,SKU002,8,12431.44,1553.93,0
2024-10-09,SKU002,12,18647.16,1553.93,0
2024-10-10,SKU002,13,20201.09,1553.93,0
2024-10-11,SKU002,17,26416.81,1553.93,0
2024-10-12,SKU002,12,18647.16,1553.93,0
2024-10-13,SKU002,17,26416.81,1553.93,0
2024-10-14,SKU002,15,23308.95,1553.93,0
2024-10-15,SKU002,14,21755.02,1553.93,0
